,text,label
1926,Appanu adupilum aavam,original
2213,എല്ലാരും ആഘോഷിപ്പിൻ 💃💃💃,original
2594,കോവിഡിന്റെ നിയമം ശെരിക്കും പാലിക്കേണ്ടവർ പാവം പ്രവാസികൾ.... നിർബന്ധം ആയിട്ടും കോറന്റയിൻ വേണം.. കൊള്ളാം...,original
3583,"Dr.Jacob vadakkanchery (Nature Life) Samuel George, Rights India TV എന്നീ യൂട്യൂബ് ചാനലുകൾ കാണുക. സത്യം ഗ്രഹിക്കുക.",Fake
4199,എന്തു പ്രഹസനമാണ് ! ഉണ്ടാക്കിയവർ പറയുമോ അതിന്റെ കുഴപ്പങ്ങൾ. പ്രേക്ഷകർ വിഢികൾ ആണെന്ന് അവർ ക്കുറപ്പുണ്ട്.,Fake
4173,"Don&#39;t fool the world around and I surprise from where did you get this information<br><br><a href=""https://www.covidvisualizer.com/"">https://www.covidvisualizer.com/</a><br><br>Please chk link above",Fake
4193,കേന്ദ്രവും കണക്ക്.... സംസ്ഥാന സർക്കാറും.... ഇവമ്മാരെയൊക്ക elect ചെയ്ത നമ്മളെ പറഞ്ഞൽ മതി....,original
2477,&quot;പിണുവാതിര&quot;😹🚶🏼‍♂️,original
2321,മറുനാടൻ നിഷ്പക്ഷമായി കാര്യങ്ങൾ പറയുന്ന ആളാണ് 👍👍👍,Fake
3209,"റഷ്യ 1534 കേസുകള്‍ <br>ഇന്ന് മാത്രം 270 , അതില്‍ മൂന്ന് മരണം.<br><br><br>മൊത്തം 8 മരണം<br><br><br><br>പിന്നെങ്ങനെ റഷ്യ ഇല്ലെന്നു പറയുക",Fake
707,Suprtthiruvadira,original
2902,വിജയനെയും കൂടാളികളെയും മാതൃക ആക്കിയാൽ എപ്പോ ഓമൈക്രോൺ വന്നു  ചത്തു എന്ന് നോക്കിയാലും മതി. എന്നാലും എന്റെ വിജയ. കരനൊന്മാർ ചെയ്ത തേങ്ങുകയറ്റം തന്നെ നമുക്ക് ബെസ്റ്റ്,original
3029,ഈ തിരുവാതിര യും ഗാനമേളയും നടത്തിയതിനു മുഖ്യമന്ത്രി ക്കും ആരോഗ്യ മന്ത്രിക്കും എന്ത് ന്യാകാരണം ആണ് ഞങ്ങൾ ജനങ്ങളോട് പറയാനുള്ളത് ഇത്തരം പറയ്യുക,original
4969,In 2024 parliament election<br>In 2026 assembly election<br>Cpm... want hatric<br>Please ensure to win cpm<br>for our bright future,original
4598,Maskilla koottam koodal appo oru kuzhappavum illa appo enikkum aavam,original
4790,Avanmarkku enthumavam🤣🤣🤣🤣,original
2449,Boycott china products.  Akk affected nations must take it seriously.  Must file a huge compensation case in international court.,Fake
4323,Physer eduthu.  എങ്കിലും ബാക്കി ദൈവം നോക്കട്ടെ.,Fake
2000,Vaccine എടുത്തവർക്കും പോസിറ്റീവ് ആണ്,Fake
126,"<a href=""https://youtu.be/432PXBaQsgM"">https://youtu.be/432PXBaQsgM</a>",Fake
76,"എന്റെ ചോദ്യവും ഇതാണ്, ഇവരിൽ നിന്ന്  ഗവൺമെന്റ് വേണ്ട ഉറപ്പ് വാങ്ങി കൊറോണയെ നേരിടാനുള്ള  ദൗത്യം അവരെ ഏല്പിക്കുക. എന്താ ശെരിയായാൽ മറ്റുള്ളവരുടെ കള്ളത്തരം വല്ലതും പൊളിയും എന്ന പേടിയുണ്ടോ? ശെരിയായില്ല എങ്കിൽ അവരുടെ ചാനൽ അതോടെ പൂട്ടിക്കാലോ  അത് പോരെ ( ചലഞ്ചു ഏറ്റെടുക്കു )",Fake
4910,501 pazhaya Tata oil millinte washing soap.,original
4002,വീണാ ജോർജ് എന്ന ഒരു ആരോഗ്യ മന്ത്രി വന്നതിനു ശേഷം  കേരളത്തിന്റെ ആരോഗ്യ സ്ഥിതി വളരെ മോശവും പ്രഹസനവുമാണ്...,original
535,Ente arogyathil njan viswasikunnu.enikonnum venda kopile vaccine,Fake
4053,Jo  biden👌👍,Fake
1446,ചൈന പറഞ്ഞത് പോലെ കോറോണയെ ചൈനീസ് വൈറസ് എന്ന്‌ വിളിക്കരുത് കമ്മ്യൂണിസ്റ്റ് വൈറസ് എന്ന് വിളിക്കണം,Fake
3569,സത്യത്തിൽ ചിരിച്ചു ചത്തു.😄,original
4566,ഇവൻ മാർക്ക് എന്തും ആവാം 501 പേരുടെ തിരുവാതിര കളി എന്തിനാ ഇങ്ങനത്തെ പ്രഹസനം ഇതുപോലത്തെ മണ്ടത്തരങ്ങൾ കാട്ടിക്കുട്ടി ഒടുവിൽ  അതിന്റെ ബാക്കി അനുഭവിക്കുന്നത് നമ്മൾ പാവം ജനങ്ങൾ  അൽപ്പം എങ്കിലും ഉള്ളുപ് ഉണ്ടോ സഖാവേ പിണറായി വിജയ നിങ്ങൾ തന്നെ പറയുന്നു covid വ്യാപനം രൂക്ഷമ എന്ന് എന്നിട്ട് നിങ്ങൾ തന്നെ അത് മറക്കുകയും ചെയുന്നു നിങ്ങൾ ഉണ്ടാക്കി വയ്ക്കുന്ന ഓരോ ആപത്തുകൾ പിന്നെ അനുഭവിക്കുന്നത് നമ്മൾ കഷ്ട്ടം കേരളത്തിൽ മാത്രമേ കാണു ഇങ്ങനത്തെ ഒരു ഭരണം ഇ സാഹചര്യത്തിൽ 501 പേരുടെ തിരുവാതിര ഒന്നിനും മാസ്ക് ഇല്ല കൊള്ളാം എന്തായാലും,original
1350,എന്നിട്ടും പ്രവാസികൾ പുറത്ത്,original
4157,Americayude ahankkaram...evare team up aae ang teerth koduthu ennathane vasthavam...kore trade war okke oombiyath alle,Fake
2777,പാറശാലയിൽ എല്ലാവരും ജാഗ്രതപാലിക്കണം,original
874,hahahah,original
1609,Enikonnum parayanilla ente oru vot 3g ayollo,original
3099,സത്യത്തിൽ സിപിഎമ്മിനോ അല്ലെങ്കിൽ എൽഡിഎഫ് എന്ന രാഷ്ട്രീയകക്ഷികൾക്ക് കമ്മ്യൂണിസത്തിന് പേരു ഉച്ചരിക്കാനുള്ള അർഹത പോലും ഇല്ല. സിപി മം ഒരു പെറ്റി ബൂർഷ്വാ പാർട്ടിയായി മാറി.,original
4052,No of death in Pakistan  also suspicious,Fake
2890,Edanu andamkammigl,original
2875,Boycott China<br>Boycott Made in China,Fake
3988,സ്കൂളുകളോ ട്യൂഷൻ സെന്ററുകളോ തുറക്കരുത്.<br>കാരണം  വരാനിരിക്കുന്ന തലമുറ വിവരമോ വിദ്യാഭ്യാസ മോ ഇല്ലാത്തവർ ആയിരിക്കണം. എങ്കിലേ നമ്മുടെ മക്കൾക്ക് അവരെ ഭരിക്കാൻ കഴിയൂ,original
4156,അറിഞ്ഞു കൊണ്ടുള്ള മനുഷ്യന്റെ ചൈനയുടെ കണ്ടുപിടുത്തം ആണ് covid    മനുഷ്യ രാശിയെ ബുദ്ധിപൂർവം കീഴ്ടക്കി കൊണ്ടിരികയുന്ന ചൈനക്യറിയില്ല വരാൻ പോകുന്ന Astroid ഇനെ,Fake
2563,പരനാറിയുടെ പരമനാറി പാർട്ടി,original
1899,These countries have an invisible iron curtain around them. Not transparent. Always dubious actions...,Fake
1357,ആശാന് അടുപ്പിലും ആവാം<br>കമ്മ്യൂണിസ്റ്റ്‌ ഡാ 💪💪,original
2953,Ee Veenakkittu randu kbodukkan arumille.  Avalude oru thalle..CPM nu<br> onnum badhakamalla.,original
102,പൊളിച്ചു bro.. കീറി ഒട്ടിച്ചു 👍👍,original
3556,ഞാൻ ഞെട്ടിയില്ല... കാരണം എനിക്കറിയാം ഇത് ചൈനയുടെ ജൈവ യുദ്ധമാണെന്ന്. ചിലരുടെ ചന്തിയിലെ ചൈന.. ത്ഫൂ.... ചൈനീസ് പ്രസിഡന്റ്‌ ഷീ ജിങ്ങ് പിങ്ങിനെ ഉടൻ വധിക്കുക.... ചൈനയെ ശിക്ഷിക്കുക,Fake
4547,Manorama are you dare to show the fact sheet of vaccine in your channel,Fake
423,ചൈന യുടെ കയ്യിൽ മരുന്നുണ്ട്.. അവർക്കു ഒരു ടാർഗറ്റ് ഉണ്ട് ലോകം പിടിച്ച് എടുക്കുക എന്ന് അത് നേടുകതന്നെ ചെയ്യും... അതിനു അവർ കുപ്പിയിൽ നിന്ന് ഇറക്കി വിട്ട ഭൂതം ആണ്... കൊറോണ...,Fake
3098,ഇന്ത്യയിൽ തുടങ്ങിയതിനു ശേഷം ആണ് റഷ്യയിൽ തുടങ്ങിയത്  റഷ്യയിൽ 1534 കേസ് ഇപ്പോൾ ഉണ്ട്  ഇന്ത്യയിൽ അതു 987   എന്തു കോപ്പിലെ വർത്താനം ആണ് സഹോ ഇതു  വെറും ഉടായിപ്പ് ആണല്ലോ  ആരേലും whatsappil എഴുതി വിടുന്നത് വാർത്ത ആകുക,Fake
4347,മരണത്തിന്റെ വ്യാപാരികൾ,original
3672,മൂന്നു വർഷം മുൻപേ എനിക്കറിയാവുന്ന എല്ലാ ആൾക്കാർ ആരോടും ഞാൻ ഈ വിഷയം പറഞ്ഞിട്ടുള്ളതാണ്. ഒപ്പം പ്രതിരോധ മാർഗ്ഗവും.,Fake
1902,&quot; Nammude naadu iniyum enthu adhapathikkaan?&quot;,original
1235,പേടിക്കണ്ട നല്ല നിലയിൽ കൂടുന്നുണ്ട്.,original
4518,"Kozhikkode district bus is full,not enough ksrtc bus for malabar,only private gundas over speed,traffic,signals off,in Europe they walk,uses cycle,use public transport,south kerala rtc,no AC bus for Vadakara,or malabar airports,only tolls here",original
277,Ithiletha korona,original
4912,ഒരു വശത്ത് നാട് മുഴുവൻ അക്രമം... മറുവശത്ത് തിരുവാതിര... കളർ ആയിട്ടുണ്ട്.....,original
562,കോവിഡ് വരാതെ അവനവൻ നോക്കിക്കോണം. ഈ വനിതകൾ വേറെ നിവൃത്തിയില്ലാത്തോണ്ട് തുള്ളുകയല്ലേ. സമ്മേളനങ്ങളിൽ പങ്കെടുത്തില്ലെങ്കിൽ ഭീഷണിപ്പെടുത്തി കൊണ്ടുപോകും. എന്തു പ്രോട്ടോകോൾ.? ഈ പറഞ്ഞ എ ണ്ണത്തിൽ കൂടിയാൽ ചഗാക്കൾ ഫൈൻ അടക്കും മാഷേ. ചുവപ്പണിഞ്ഞ ചഗാക്കളുടെ മുന്നിൽ കൊറോണ അല്ല അവന്റെ അപ്പൻ തോറ്റോടും പിന്നെയാ,original
4556,COVID 19..ViRuS...CHINA..Undaakki ...Vittathu.thannae....Shi..JING PING ne...Prosecute. cheythu...THOOKKI..KOLLANAM..<br>...VIRUS...CHINA ..Product....DISTRIBUTERS all over the world CHINA...<br>BOYCOTT CHINA FOR EVER BOYCOTT CHINA FOR EVER,Fake
956,"Enthu Verupikalaanithu. Ith kanditu abhimana pulakithamaakum oro malayaliyudeyum antharagam. Sangadakarku prathyaka abhinandanghal, lalsalam pinu bhakthanmaare.",original
3474,Thanks Sajan Chetta . Good Morning 🌞 From V Ashok Kumar Singapore,Fake
4668,ശെരിയാണ്. പക്ഷെ നമ്മുടെ ജനസംഖ്യ എത്രയാണ്? Numbers affected വളരെ കൂടുതലാവുകയും ചെയ്യും,Fake
4555,"നിങ്ങളുടെ നല്ല അവതരണം, ✌️✌️",Fake
1846,ഇവർ രണ്ടാളും എടുത്തുവോ ആവോ...എന്റെ വീട്ടിനടുത്തു ഒരു സ്ത്രീ എടുത്തു. അവർക്ക് തളർച്ച ഉണ്ടായി.1 week കൊണ്ട് അവർ മെലിഞ്ഞുണങ്ങി 🙄,Fake
3341,ബിജ്യൻ 😂,original
2639,അപ്പോൾ ഒരു കോവിഡ് പ്രോട്ടോകോളും പാലിക്കാതെ നടന്നു വരുന്ന് കർഷക സമരമോ സാജൻ സാറേ?? 😂,Fake
2629,"Uluppilayma!! Bellandaya illandakum, athanoru aswasam..",original
3597,കുറെ ബോധമില്ലാത്ത കൂട്ടങ്ങൾ പറയുന്നതൊന്നും ചെയ്യുന്നത് വേറെ ഒന്നും. കഷ്ടം 😕😕,original
4127,Comedy Guys,original
1062,"vaccine ellam oru  thanganu ennu mathramn but iniyum strong vaacine 100 ,% surakschitham aaayath phalam ullath varanam engil mathrame corona mukthamavullu",Fake
951,നമ്മൾ ഇപ്പോളും ഊളകൾ തന്നെ.....,original
2734,നിനക്കൊകെ ഇത് പറയാം.. എത്ര വർഷമായി ആറ്റു നോറ്റിരുന്നു ഒരു രക്ത സാക്ഷിയെ കിട്ടിയത് ആണ്.. അതിന്റെ സന്തോഷത്തിൽ തിരുവാതിര കളിച്ചു ആഘോഷിച്ചത് അല്ലേ... അവരുടെ സന്തോഷം അവർക്കേ അറിയൂ,original
5004,Sammathichu saho🤣💐🙏👍,original
3636,"Check up the covid updates.   Total covid affected till date in uttarakand is 1 lakh and yesterday 2000.  Compare this with kerala.   If you still feel ashamed to be an Indian due to kumbha mela, please look into the option of taking another country&#39;s Citizenship",Fake
1598,ചൈനയിൽനിന്നുള്ളവൈറസിന് സഖാക്കളെതിരിച്ചറിയാമായിരിക്കും,original
2839,ഒറിജിനൽ ചൈനീസ് പ്രോഡക്റ്റ് - കോവിഡ് മാത്രം.😅🤣,Fake
1920,എന്തായാലും കാട്ടിൽ പോയി ഇത് തപ്പിയെടുത്തു കൊണ്ടുവരാതെ പറ്റത്തില്ലലോ?,Fake
1012,Super Lyrics,original
2664,Nammude nattil oru arogyamandri undennu thonnunnadh veenayide pathra sammelanam kanumpolanu,original
4393,Kovidineyum    omicronineyum  cpm     thiruvathira kalikkaar adichu  konnu,original
3562,Made in china,Fake
3548,😜😜😜😜😜😜😜 കാർനൊരക് അടുപ്പിലും ആകാലോ 😂😂😂😂,original
121,ഷർട്ട് മാറ്റു,Fake
1169,Kumbaha. Corona. Covid. Mela. 🤭🤭🤭🤭🤭,Fake
3463,അമ്മയ്ക്ക് പ്രസവവേദന മകൾക്ക് വീണ വായന ഇതുങ്ങൾക്ക് ഒരു ബിരിയാണി മതി ഒരു മാതിരിക്കാളിക്ക് ഈ ആസ്വദിക്കുന്ന ഇവനെയൊക്കെ ചീഞ്ഞ കവളൻമടലിനടിക്കണം,original
1354,"Climate mari..summer ethi Europil. Ini 2 masam corona indiail thanne. South Americayil nokku. Brazil, Peru, Chile..",Fake
3596,Appo ethukazhiyumbo adutha durantham yudham,Fake
3518,Pinne ingane ellam open aakithudangiya janangal pandathepole thanne aavum.onnum care cheyyathe.anganavumbo sthithi pinnem moshamaville.anganavathirikkatte.ellam pettennu mari pazhayapole aavatte,Fake
3093,Dr vadakkanchery യേ കൂടെ  ഒന്ന് interview  ചെയ്യുക  അപ്പേ ഇതിന്റെ  എതിർ  ഭാഗം കൂടി ജനങ്ങൾക്ക്  മനസ്സിലാകും,Fake
34,ഈ നായിക്കളെ ഭരണത്തിൽ കയറ്റിയ നമ്മളെ പറയണം,original
3278,"താങ്കൾ ഇന്ന് പറഞ്ഞത് സത്യമാകട്ടെ ,പക്ഷെ മറ്റുള്ള ചാനലുകാർ നടത്താത്ത prejudices താങ്കൾ ദയവായി നിർത്തിക്കൂടെ ,ഇതെല്ലാം താങ്കളുടെ ബിസിനസ് volume കൂട്ടാനാണെന്നു അറിയാം ,ഈ മാറ്റി മാറ്റി പറയുന്നത്  ഒരു മീഡിയ establishmentinu ചേർന്നതല്ല .കൊറോണ ചൂടിനെ അതിജീവിക്കുകയില്ലെന്നു സെൻ സന്യാസിക്ക് ബോധ്യം കിട്ടിയതല്ല ,അതു WHO നേരത്തെ പറഞ്ഞതാണ് ,എന്നാൽ അതിനുമുണ്ട് ഒരു exception ,ഇപ്പോൾ KSA yil ചൂട് near 41 ഡിഗ്രി ആണ്‌ ,ഇന്നലെ മാത്രം 32പേർ ഒഫീഷ്യൽ death അന്നൗൺസ്‌മെന്റ് ചെയ്തു ,കൂടാതെ 1330പേർ പോസറ്റീവ് ആയി .അപ്പൊ പിന്നെ സെൻ തിയറി എങ്ങനെ true ആകും",Fake
4060,നല്ല അവതരണം. സത്യം പുറത്തു വരട്ടെ,Fake
3880,Remember <br>Nostradamus &#39;s  bhavishyavani about <br>Chaina.,Fake
2727,പിണറായിയോടാ കോവിഡിൻ്റെ കളി.,original
2941,"Kashttam, Adimagal.   Kittu thannille?",original
4274,Russia 534,Fake
3962,ചൈന ഉണ്ടാക്കിയ ഒരു പ്രൊഡക്റ്റ് ഇത്രയധികം കാലം നിലനിൽക്കുന്നത് ഒരു പക്ഷേ ആദ്യമായിട്ടായിരിക്കും.,Fake
2650,100 kodi abhivadyam avide thetti. 135 kodi ennu parayanamayirunnu. Indian population ethra ennu ivarkku vivaram illa ennu urrappayi.,original
1774,ഒന്നും പേടിക്കണ്ട ജാഗ്രത മതി. 👍👍👍👍👍👍👍👍,original
1267,Amazing news,Fake
2108,കൊറോണ വാതിരിക്കാനുള്ള ഏറ്റവും നല്ല മരുന്ന്. ഇവൾക്കൊക്കെ നാണമില്ലേ മന്ത്രി സ്ഥാനത്തു ഇരിക്കാൻ. ആ teacher എത്രയോ ഭേദം,original
2999,Bhayangaram thanney… divasa kooli etraya ? Paisaykku tight anu,original
4222,Ayo ithpoloru tholvikal e boologath indagila( tribe people) barichal ingane irikum ivanmar ullath kondan keralam kurach pirakilot ayipoayth,original
3863,Halleluya glorious blood of Jesus christ saves,Fake
246,ഇവർക്ക് എന്ത് തേങ്ങയും ആകാം ഒരു പ്രവാസി നാട്ടിൽ വന്നാൽ എന്താക്കെ അനുഭവിക്കണം ആരോഗ്യ മാന്തിക്ക്‌ പ്രവാസികാൾ നാട്ടിൽ വരുമ്പോൾ ആണ് ചൊറിച്ചിൽ,original
3231,മോഹനൻ വയ്ദ്യർ പണ്ടെ പറഞ്ഞിരുന്നു എന്നെ ഇല്ലാതാകുമെന്ന്....,Fake
1775,*ലെ കൊറോണ : ആഹാ ഒന്നിനും mask ഇല്ലല്ലോ 😍<br><br>*ലെ വിജേട്ടൻ : കടക്ക് പുറത്ത് ☹️,original
4452,വൈറസ് ഒരാളിൽ നിന്നും മറ്റൊരാളിലേക്ക് പകരുന്നതിനനുസരിച്ച് വീര്യം കുറഞ്ഞു വരുന്നു എന്ന നിഗമനം ശരിയാകുമോ സർ,Fake
282,Hmm    ..Sathyamavatte...🙏💖,Fake
4493,Chinaye theerkanam,Fake
4920,അപ്പോൾ അമേരിക്കയുടെ കയ്യുമുണ്ടോ.🤔,Fake
3582,Modi okke Pinarayi Vijayan vechu nokkumbo paavam thanne....,original
3853,പറയുന്നത് ചെയ്യുന്നത് ഒക്കെ വിപരീദം.. മാൻഡ്രേക് 😂,original
2037,മതത്തിനു മദം പൊട്ടുമ്പോൾ  തെറ്റായ വഴിയേ പോകും .ശരിയായ വഴിയേ പോകേണ്ടവർ  തെറ്റായ വഴിക്കു നീങ്ങിയാൽ പലരെയും വഴിതെറ്റിക്കും,Fake
270,ഇതാണ് പിണറായിക്കളി,original
2566,Let them stay with corona patient.... Athoda theernnu kituloooo🤣🤣,Fake
3647,അവതരണം കലക്കി...,original
1997,Ejathy tems 😆😂😂,original
4946,കണ്ടുമുട്ടുന്നു നാം വീണ്ടുമീ ........ .<br><br>കൊറോണ നമ്മേ വിട്ടുപോകുന്നത് ചിലത് പഠിപ്പിച്ചും ചിലത് ചിന്തിപ്പിച്ചും  പിന്നെ ചില ഓർമ്മപ്പെടുത്തലുകൾ സമ്മാനിച്ചുമൊക്കെയാണ് ...<br>നന്ദിയുണ്ട് പ്രിയ കൊറോണാ നിന്നോട്... ഒരുപിടി നന്ദി...<br>സ്കൂളിലും കലാലയത്തിലും ആശുപത്രികളിൽ നിന്നും പിന്നെ മതനേതാക്കളിൽ നിന്നും ഒക്കെ കിട്ടാതെ പോയ ഒരു പിടി അറിവുകൾ നീ നൽകി. അവയോരോന്നും ഇവിടെ കുറിക്കുവാൻ തുടങ്ങിയാൽ ഒരു ഇരുനൂറു പേജിന്റെ നോട്ടുബുക്കു മതിയാവാതേ വരും ....<br>നീ തട്ടിയെടുത്ത ജീവിതങ്ങൾ ഉറ്റവർക്ക് താങ്ങാവുന്നതിനപ്പുറമാണെന്ന് അറിഞ്ഞു കൊണ്ട് തന്നെ..... നിന്റെ താണ്ഡവനൃത്തത്തിൽ ലോകം ലോക് ഡൗൺ ചെയ്യപ്പെട്ടതിലൂടെ ഉണ്ടായ കഷ്ടനഷ്ടങ്ങളും തൊഴിൽ നഷ്ടങ്ങളും ആയിരം വർഷങ്ങൾ എണ്ണിയാലും ഒടുങ്ങാത്ത ത്ര ആണെന്നിരിക്കിലും  നീ പറഞ്ഞു തന്ന ജീവിത പാഠങ്ങൾ ഒരു ക്ലാസ്സ് റൂമിൽ നിന്നും ലഭിക്കുവാൻ സാദ്ധ്യതയില്ലാത്തതായതു കൊണ്ട് തന്നേ നിന്നോട് ഞങ്ങൾ ക്ഷമിച്ചിരിക്കുന്നു...<br>നിനക്ക് യാത്രാമംഗളങ്ങൾ ....<br>ഇനിയൊരിക്കലും വീണ്ടും കണ്ടുമുട്ടില്ലെന്ന പ്രതീക്ഷയിൽ ....,Fake
4636,"Who is responsible for increasing covid-19. It is your responsibility to avoid these type of nonsense, atheist in your party programme?",original
1474,&quot;വൃത്തിയും വെടിപ്പും&quot;വേണം എന്ന് ചെറിയ കുട്ടികളോട് പറയും.എന്നാൽ കുട്ടികൾക്ക് ഈ രോഗം കാര്യമായി ബാധിച്ചിട്ടില്ല.അതായത് &quot;വൃത്തിയും വെടിപ്പും&quot;വേണ്ടത് കുട്ടികൾക്കല്ല    മുതിർന്നവർക്കാണ്.,Fake
5080,വിജയനെയും കൂടാളികളെയും മാതൃക ആക്കിയാൽ എപ്പോ ഓമൈക്രോൺ വന്നു ചത്തു എന്ന് നോക്കിയാലും മതി. എന്നാലും എന്റെ വിജയ. കരനൊന്മാർ ചെയ്ത തേങ്ങുകയറ്റം തന്നെ നമുക്ക് ബെസ്റ്റ്,original
3776,കഷ്ടം,original
2475,എത്ര ഒളിപ്പിച്ചാലും ഒരു നാൾ പുറത്തു വരും  ചൈനയിലെ മരണസംഖ്യ  അവർ പൂഴ്ത്തി വച്ചു,Fake
861,Athaanu China virus.....not covid,Fake
3742,എന്ത് ഒരു പ്രഹസനം ആണ് സജീ,original
3183,Purusha sagakkal...,original
2514,Vyekthiyalla prasthanamannu valuthu ....jai china.....,original
3281,China ഉണ്ടാക്കി സൂക്ഷിച്ച മഹാമാരി വൈറസിന്റെ RNA യും Antidotഉം അവർക്ക്  ഉണ്ട്. പക്ഷേ ഇത് ചെറുതായി ചൈനയിൽ വന്നപ്പോൾത്തന്നെ ലോകം മുഴുവനും ഇത് പടർത്തിയത് എങ്ങനെ എന്നാണ് കണ്ടെത്തേണ്ടത്. അതിന് എല്ലാ രാജ്യങ്ങളിലുള്ള ചൈനയുടെ ambassador മാരെ പിടിച്ച് lie detection ടെസ്റ്റ് ഉം introgation ഉം ഉടനെ നടത്തണം.,Fake
4476,കരുതലാണ് ഇവരുടെ മെയിൻ 🤣,original
1743,ഷാജഹാൻ പണ്ടേ മണ്ടനാണ് അത് എല്ലാവർക്കും അറിയാം അവനൊഴികെ.  ബുദ്ധി യും വിവേകവും ഇല്ലാത്തത് ഒരു കുറ്റമല്ല പക്ഷെ അത് ഒരു അലങ്കാരമായി കൊണ്ട്നടക്കരുത്,Fake
2091,saja appol saudiyil marikkunnatho chood kuranhittano,Fake
2900,പിണറായി  ദൈവം 🙏,original
1132,ചങ്കിലെ ചൈന ആരാമോൻ.......?!!,Fake
4814,Edo BABY thanikku naanamille kulukkal kaanan irikkan,original
1146,Good presentation......,original
112,🙈🙉🙊🏃🏃🏃🏃🏃🏃oooodikoooo,original
509,Corona വന്നു ethenkilum nethavonnu chathenkil😃😃😃,original
814,Onnum parayan elya anubavikka vote cheyth poyille,original
3182,അങ്ങയുടെ പ്രവചനംപോലെയാവട്ടെ...ആശ്വാസം സംഭവിക്കട്ടെ...!!,Fake
1280,ഹേ മനുഷ്യാ അവരുടെ അഭിപ്രായങ്ങൾ കേട്ട് ഹാലിളകി യതുകൊണ്ട് ഒരുകാര്യവും ഇല്ല. മോഡേൺ മെഡിസിന് ഒരു രോഗത്തിന് ചികിത്സാ നൽകണമെങ്കിൽ പല മരുന്നുകൾ നൽകണം മഞ്ഞപ്പിത്തം കാഴ്ചയിൽ ത്തന്നെ മനസ്സിലാക്കി ചികിത്സ നൽകുന്ന ധാരാളം പേർ നാട്ടിൽ ഉണ്ട് ആർ ക്കും MBBS പോയിട്ട് പത്താം ക്ലാസ് പോലും ഇല്ല പക്ഷേപൂർവ്വികരിൽ നിന്നും ലഭിച്ച വിവരം ഉണ്ട്,Fake
613,China  have vaccine  ..I am sure,Fake
2644,ഗ്രീൻ സ്ക്രീൻ ഗ്ലായർ വരുന്നുണ്ട് വല്യ ചാനെൽ... നല്ല lights യൂസ്,Fake
636,Janam ellam kanunnu saghakanmare,original
3726,ഒരിടത്ത് രക്തസാക്ഷി അനുശോചനം മറ്റൊരുടത്ത് തിരുവാതിര കളി,original
3075,ഞങ്ങൾ തിരുവാതിര കളിക്കും... ബേബി ചിരിക്കും,original
4475,Greeeeeat sir.,Fake
3436,എടോ പിണറായി എവിടെടോ mask,original
2009,എന്തിനാ പേടിക്കുന്നത്. സ്ഥിരം വേട്ടമൃഗങ്ങളായ പ്രവാസികളെ ഞങ്ങൾ ഒതുക്കിയിട്ടുണ്ടല്ലോ,original
745,CPI(M)- എന്നാൽ ഇപ്പൊ പിണറായി വിജയൻ എന്നായി 😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏,original
3643,എല്ലാവരും അതീവ ജാഗ്രതെ,original
3057,Oh വീണമ്മോ എന്തൊരു വധം. ടീച്ചറമ്മ നടത്തിയ അഴിമതിയുടെ കരപുരണ്ട ഫയലുകൾ കത്തിച്ച് കൊടുത്തു.e-file അടക്കം നശിപ്പിച്ചു.പ്രതിപക്ഷത്തിന് വീറു പോര.,original
4190,Apol tramp um job iddan  pettu,Fake
311,"ദുരൂഹതയുണ്ട് , ചൈനയുടെ ലക്ഷ്യം യൂറോപ്യൻ രാജ്യങ്ങളും  അവരുടെ തന്നെ  വൃദ്ധജനങ്ങളുമാണ്.",Fake
4405,നീ അവരെ വിളിച്ചത് ചെറ്റ പരിഷകൾ എന്നാണ്,Fake
4536,താങ്കളുടെ എളിമയിൽ ഞാൻ തലകുനിക്കുന്നു,Fake
1026,ഇവരുടെ ആശയങ്ങൾ ശെരിവെക്കുന്ന നല്ല ശാസ്ത്ര ബോധം ഉള്ള വരും തീരെ ശാസ്ത്ര ബോധം ഇല്ലാത്തവരുമായ ഒരുപാട് ആളുകൾ ലോകത്ത് ഉണ്ട്.  അതുമതി,Fake
2225,പറയിപ്പിക്കാൻ ആയി ഇങ്ങനെ കൊറേ എണ്ണം 😝😝😝 എന്തായാലും ഭരണം നന്നായില്ലെങ്കിലും പുതിയ പേര് ചാർത്തി കിട്ടിയല്ലോ 👍👍 ചേട്ടാ തിരുവാതിര കളി ബുക്ക്‌ ചെയ്യാൻ വന്നതാ!! വന്നാൽ കാണിച്ചു തരുമോ!! 501 പേർ ഉണ്ടാകുമോ എന്നിങ്ങനെ ഉള്ള പ്രയോഗങ്ങൾ ഇനി വരും ദിവസങ്ങളിൽ കാണാം... ആരോട് പറയാൻ ആര് കേൾക്കാൻ അല്ലേ.. കഷ്ട്ടം 😝😝,original
